text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
Reportedly 13 hostages &amp; 2 or more gunmen inside Lindt cafe in Sydney  #sydneysiege (@liztilley84),1,SkyNewsAust,sydneysiege,rumour,Reportedly 13 hostages amp 2 or more gunmen inside Lindt cafe in Sydney sydneysiege,14
#BREAKING: Two more hostages have just escaped from #sydneysiege,1,SkyNewsAust,sydneysiege,rumour,BREAKING Two more hostages have just escaped from sydneysiege,9
"Infographic of the flag being shown in Martin Place, as compared to flags used by IS &amp; others. Via @smh #sydneysiege http://t.co/QuL9aWeKpg",0,Sara__Firth,sydneysiege,not_rumour,"Infographic of the flag being shown in Martin Place, as compared to flags used by IS amp others. Via sydneysiege",20
Our hearts go out to the people of Australia and all those affected by the #SydneySiege.,0,JustinTrudeau,sydneysiege,not_rumour,Our hearts go out to the people of Australia and all those affected by the SydneySiege.,16
"Haron Monis,the true Muslim,who believes in Allah &amp; Muhammad,is terrorizing Sydney, murdered his ex-wife,committed multiple sexual assaults.",0,taslimanasreen,sydneysiege,not_rumour,"Haron Monis,the true Muslim,who believes in Allah amp Muhammad,is terrorizing Sydney, murdered his ex-wife,committed multiple sexual assaults.",17
Just went past 12 hours since this #sydneysiege started. We are thinking of the hostages and their families at this time.,0,SeaFmHobart,sydneysiege,not_rumour,Just went past 12 hours since this sydneysiege started. We are thinking of the hostages and their families at this time.,21
"BREAKING: Three Sydney hostages flee cafe, Australian TV networks report http://t.co/gZ5EXZIrwa",1,NBCNews,sydneysiege,rumour,"BREAKING Three Sydney hostages flee cafe, Australian TV networks report",10
"This is not a religious or a racial issue, it's an insane individual making insane actions. Dont group good people with the bad #sydneysiege",0,MattTarrant,sydneysiege,not_rumour,"This is not a religious or a racial issue, it's an insane individual making insane actions. Dont group good people with the bad sydneysiege",24
13 hostages are being held in a Sydney store by apparent jihadist supporters http://t.co/XqhQB8SeyN,1,Newsweek,sydneysiege,rumour,13 hostages are being held in a Sydney store by apparent jihadist supporters,13
#SydneySiege gunman ‘has improvised explosive device’ http://t.co/lUR4hFiJJT,0,DailyMailAU,sydneysiege,not_rumour,SydneySiege gunman has improvised explosive device,6
"The #sydneysiege is terrifying. But attacking and abusing Muslims is EXACTLY what ISIS wants. We need to pull together, not apart.",0,theprojecttv,sydneysiege,not_rumour,"The sydneysiege is terrifying. But attacking and abusing Muslims is EXACTLY what ISIS wants. We need to pull together, not apart.",21
"ALERT: @ABC News Special Report:

Tactical units storm Sydney cafe - LIVE on @ABC TV and http://t.co/JRybQXm28D http://t.co/wnTY37HjxP",0,ABC,sydneysiege,not_rumour,ALERT News Special Report Tactical units storm Sydney cafe - LIVE on TV and,14
"Hostage-taker appeared 'extremely agitated,' said journalist at scene of Sydney siege: http://t.co/nuQ1l0njgm http://t.co/Xztgfqtx51",0,NBCNews,sydneysiege,not_rumour,"Hostage-taker appeared 'extremely agitated,' said journalist at scene of Sydney siege",11
"If you are in Sydney, err on side of safety. Also be very cautious in case Lindt cafe is a diversion for something else.",1,GrayConnolly,sydneysiege,rumour,"If you are in Sydney, err on side of safety. Also be very cautious in case Lindt cafe is a diversion for something else.",24
"Dear Ozzie media (and CNN), what the f*** is 'Islamic writing'? That's Arabic. No one calls Comic Sans 'Christianist writing'. #sydneysiege",0,anthonypermal,sydneysiege,not_rumour,"Dear Ozzie media and CNN , what the f is 'Islamic writing'? That's Arabic. No one calls Comic Sans 'Christianist writing'. sydneysiege",22
"I condemn people who hijack my religion. It will make Australian Muslim's lives harder. You hate terrorists, I hate them more #sydneysiege",0,erwin_renaldi,sydneysiege,not_rumour,"I condemn people who hijack my religion. It will make Australian Muslim's lives harder. You hate terrorists, I hate them more sydneysiege",22
"A gutless prick with a gun is trying to provoke the worst in us. Instead, he's inspired the best in us. I love you, Sydney. #illridewithyou",0,AlexBrown77,sydneysiege,not_rumour,"A gutless prick with a gun is trying to provoke the worst in us. Instead, he's inspired the best in us. I love you, Sydney. illridewithyou",26
BREAKING: More Than a Dozen Hostages Held in Cafe in Sydney; Arabic Flag Placed in Window http://t.co/OkS1edZqiE,1,ComplexMag,sydneysiege,rumour,BREAKING More Than a Dozen Hostages Held in Cafe in Sydney Arabic Flag Placed in Window,16
"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",0,ggiittiikkaa,sydneysiege,not_rumour,"Flags by terrorists in Sydney cafe read ""there is no God but Allah, Mohammed is the messenger of Allah"",but dare u bring religion into this!",25
If u abuse or target a innocent muslim man or woman in response to what's happening in Sydney you are a moron.,0,TRobinsonNewEra,sydneysiege,not_rumour,If u abuse or target a innocent muslim man or woman in response to what's happening in Sydney you are a moron.,22
What we know about suspected hostage taker in Sydney http://t.co/B17EiJYhWu http://t.co/lKolS1SkGN,0,CBSNews,sydneysiege,not_rumour,What we know about suspected hostage taker in Sydney,9
"Gunman's headband reads, ""We are your soldiers O Muhammad"".
#MartinPlace #SydneySiege http://t.co/ggUgP4kV9c",1,princekhattab,sydneysiege,rumour,"Gunman's headband reads, ""We are your soldiers O Muhammad"". MartinPlace SydneySiege",11
WATCH: The dramatic moment tactical teams stormed the Sydney cafe https://t.co/v8UYPgnyog,0,PzFeed,sydneysiege,not_rumour,WATCH The dramatic moment tactical teams stormed the Sydney cafe,10
BREAKING: Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind #SydneySiege. http://t.co/siHXBFN6RS,1,JFXM,sydneysiege,rumour,BREAKING Now free to confirm that radical cleric Sheikh Man Monis has been named as gunman behind SydneySiege.,18
Its grainy but this is the man involved in Sydney siege #9news with updates  on who cops think he is &amp; what he wants http://t.co/rAhHdE69Sq,0,DarrenCurtis9,sydneysiege,not_rumour,Its grainy but this is the man involved in Sydney siege 9news with updates on who cops think he is amp what he wants,24
Hostage situation in Sydney is happening next door to @7NewsSydney's studio -- this is a live stream of the coverage https://t.co/uNXkJmspr8,1,brianstelter,sydneysiege,rumour,Hostage situation in Sydney is happening next door to 's studio -- this is a live stream of the coverage,20
BREAKING: Australian police say #SydneySiege is over; cannot confirm status of gunman,1,ABC,sydneysiege,rumour,BREAKING Australian police say SydneySiege is over cannot confirm status of gunman,12
"As the @nswpolice have asked: if you're in the Sydney CBD just to check out the #SydneySiege at #MartinPlace, you should go home.",0,theprojecttv,sydneysiege,not_rumour,"As the have asked if you're in the Sydney CBD just to check out the SydneySiege at MartinPlace, you should go home.",22
US soccer has a new First Couple: USWNT's Sydney Leroux &amp; KC's Dom Dwyer (22 goals in '14) http://t.co/qlX3bOQHEc (via @sydneyleroux),0,GrantWahl,sydneysiege,not_rumour,US soccer has a new First Couple USWNT's Sydney Leroux amp KC's Dom Dwyer 22 goals in '14 via,19
"The #sydneysiege is over! Confirmed by Sydney Police on twitter!
Thank god! I hope everyone are and stays safe!",0,1DAlert,sydneysiege,not_rumour,The sydneysiege is over! Confirmed by Sydney Police on twitter! Thank god! I hope everyone are and stays safe!,19
Flag in window of Sydney Lindt cafe not an ISIS flag. Reads: ‘There is no God but Allah and Muhammad is the messenger of God’ @SkyNewsAust,1,liztilley84,sydneysiege,rumour,Flag in window of Sydney Lindt cafe not an ISIS flag. Reads There is no God but Allah and Muhammad is the messenger of God,25
Thinking about all my mates in Sydney. Hope everyone is okay.,0,dankanter,sydneysiege,not_rumour,Thinking about all my mates in Sydney. Hope everyone is okay.,11
#AustraliaStrong #sydneysiege Canadians praying for a fast and peaceful outcome http://t.co/7C6CZRDrRq,0,missc_73,sydneysiege,not_rumour,AustraliaStrong sydneysiege Canadians praying for a fast and peaceful outcome,10
#BREAKING Three hostages run out of Sydney siege cafe: report,1,AFP,sydneysiege,rumour,BREAKING Three hostages run out of Sydney siege cafe report,10
#BREAKING: Police have confirmed Sydney hostage taking is over. #Sydneysiege,0,CTVNews,sydneysiege,not_rumour,BREAKING Police have confirmed Sydney hostage taking is over. Sydneysiege,10
Just seen the scenes from Sydney. Tho gets with the people &amp;  their families of those inside the cafe at the moment.,0,James_Phelps,sydneysiege,not_rumour,Just seen the scenes from Sydney. Tho gets with the people amp their families of those inside the cafe at the moment.,22
#illridewithyou is the best thing to come out of all the shit that happened in Sydney today. Proud to see Aussies looking after eachother.,0,ruckuslike,sydneysiege,not_rumour,illridewithyou is the best thing to come out of all the shit that happened in Sydney today. Proud to see Aussies looking after eachother.,24
Heartfelt thoughts with the hostages of the #SydneySiege &amp; their families.,0,ChakerKhazaal,sydneysiege,not_rumour,Heartfelt thoughts with the hostages of the SydneySiege amp their families.,11
An updated map of the Sydney exclusion zone around the hostage site at Martin Pl. #sydneysiege http://t.co/aOuG4dmrHb http://t.co/NhxD3CXt73,0,abcnews,sydneysiege,not_rumour,An updated map of the Sydney exclusion zone around the hostage site at Martin Pl. sydneysiege,16
Total number of people who have left the cafe in Sydney up to 5. The latest: http://t.co/Nl3BNlFidA #SydneySiege http://t.co/TgZkYFNlR9,1,WSJ,sydneysiege,rumour,Total number of people who have left the cafe in Sydney up to 5. The latest SydneySiege,17
"#sydneysiege gunman was reportedly ""extremely agitated"", shouting as some hostages escaped. http://t.co/R2a17pDaN8 http://t.co/7G01BcQUPL",0,SkyNews,sydneysiege,not_rumour,"sydneysiege gunman was reportedly ""extremely agitated"", shouting as some hostages escaped.",11
"Strange flag in #Sydney, not the one affiliated with #ISIS. http://t.co/36m6A3AKSb",1,zaidbenjamin,sydneysiege,rumour,"Strange flag in Sydney, not the one affiliated with ISIS.",10
"Idiots tagging me,blaming ""Australian foreign policy"" for #sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror",0,MaajidNawaz,sydneysiege,not_rumour,"Idiots tagging me,blaming ""Australian foreign policy"" for sydneysiege WTF has Lindt chocolate got to do with anything? No excuse for terror",21
"The man believed to be holding hostages in Sydney is Man Haron Monis, known as Sheikh Haron, source says http://t.co/6T7xVdcwdD",0,cnnbrk,sydneysiege,not_rumour,"The man believed to be holding hostages in Sydney is Man Haron Monis, known as Sheikh Haron, source says",19
"Its confirmed #Sydney terrorists are pious Muslims... That should make @Sagarikaghose @Bdutt happy... ""ALL MUSLIMS ARE NOT LIKE THAT"" ...",0,mediacrooks,sydneysiege,not_rumour,"Its confirmed Sydney terrorists are pious Muslims... That should make happy... ""ALL MUSLIMS ARE NOT LIKE THAT"" ...",18
DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor http://t.co/1ZlzKDjvSf http://t.co/7u8EFUwCey,1,RT_com,sydneysiege,rumour,DETAILS The hostage site is Lindt Chocolat Cafe near Sydney Harbor,11
"The fact that Harry tweeted about Sydney, just proves how much he cares. 

Love that boy ♥

#sydneysiege",0,1D_DailyNews,sydneysiege,not_rumour,"The fact that Harry tweeted about Sydney, just proves how much he cares. Love that boy sydneysiege",17
Australians showing us how it's done. #Illridewithyou = solidarity and no to racism towards muslim community during Sydney seige,0,SarahxHay,sydneysiege,not_rumour,Australians showing us how it's done. Illridewithyou solidarity and no to racism towards muslim community during Sydney seige,18
Aussie grand mufti &amp; Imam Council condemn #Sydneysiege hostage capture http://t.co/m51P8dUPhB - LIVE UPDATES http://t.co/tTw3kMkYTZ,1,RT_com,sydneysiege,rumour,Aussie grand mufti amp Imam Council condemn Sydneysiege hostage capture - LIVE UPDATES,13
Gunfire at Sydney cafe where hostages held; report says at least 1 person shot; more hostages flee http://t.co/Y62bZ2YYa5,1,cnnbrk,sydneysiege,rumour,Gunfire at Sydney cafe where hostages held report says at least 1 person shot more hostages flee,17
Sickening. Stay Safe Sydney. Praying hard for all the hostages inside x,1,1PhoebeJTonkin,sydneysiege,rumour,Sickening. Stay Safe Sydney. Praying hard for all the hostages inside x,12
Another post from a hostage within #lindtcafe during #sydneysiege - showing demands of gunmen; blacked out by media. http://t.co/PdFic0Xr9i,1,TheAnonMovement,sydneysiege,rumour,Another post from a hostage within lindtcafe during sydneysiege - showing demands of gunmen blacked out by media.,18
Fire door is still open. SWAT police at its opening. Three people freed. #sydneysiege,1,lucethoughts,sydneysiege,rumour,Fire door is still open. SWAT police at its opening. Three people freed. sydneysiege,14
"What we know about Sheikh Haron, the suspected hostage taker in #SydneySiege http://t.co/KUEe3Bl2tp http://t.co/ZRzH6vunkh",1,NBCNews,sydneysiege,rumour,"What we know about Sheikh Haron, the suspected hostage taker in SydneySiege",12
Do not forget that the overwhelming majority of Muslims are as disgusted by the actions of these few fanatics as you or I are #sydneysiege,0,CorkGourmetGuy,sydneysiege,not_rumour,Do not forget that the overwhelming majority of Muslims are as disgusted by the actions of these few fanatics as you or I are sydneysiege,25
OMG really @USATODAY?? and we wonder why the world thinks americans are morons. #sydneysiege http://t.co/G66w5vittl,0,ktsummer,sydneysiege,not_rumour,OMG really ?? and we wonder why the world thinks americans are morons. sydneysiege,14
PM: I was briefed overnight on the siege in Sydney. Deeply concerning and my thoughts are with all those caught up in it.,0,Number10gov,sydneysiege,not_rumour,PM I was briefed overnight on the siege in Sydney. Deeply concerning and my thoughts are with all those caught up in it.,23
"TV pictures confirm, hostages forced to rise Islamic flag inside #Sydney Cafe http://t.co/gnpbcnjWzI",1,zaidbenjamin,sydneysiege,rumour,"TV pictures confirm, hostages forced to rise Islamic flag inside Sydney Cafe",12
NSW Police + AFP are raiding several homes in Lakemba right now. More  #martinplacesiege #sydneysiege #sydneycafesiege (@PMOnAir),1,SkyNewsAust,sydneysiege,rumour,NSW Police AFP are raiding several homes in Lakemba right now. More martinplacesiege sydneysiege sydneycafesiege,15
"Australian mosque imams refer to #SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD. https://t.co/Wt8CtS18Zf",0,TarekFatah,sydneysiege,not_rumour,"Australian mosque imams refer to SydneySiege as a ""criminal act"", NOT as a terrorist act. Refuse to renounce JIHAD.",19
Video of hostages running from #SydneySiege cafe http://t.co/NvdzZxOoFa http://t.co/maNd6bC3Yy,0,BBCBreaking,sydneysiege,not_rumour,Video of hostages running from SydneySiege cafe,7
"Page one of Tuesday's Sydney Morning Herald, first edition. #sydneysiege http://t.co/qpw9Jtvvtb",0,bencubby,sydneysiege,not_rumour,"Page one of Tuesday's Sydney Morning Herald, first edition. sydneysiege",10
UPDATE: Airspace across Sydney is in lockdown. @SydOperaHouse has also been evacuated. #9News http://t.co/thAnVN6Tlk,1,9NewsSyd,sydneysiege,rumour,UPDATE Airspace across Sydney is in lockdown. has also been evacuated. 9News,12
"Sydney residents urged: ""Go about your normal business"" http://t.co/3shTK9yYOh #sydneysiege http://t.co/IR8PgFUG68",0,BBCWorld,sydneysiege,not_rumour,"Sydney residents urged ""Go about your normal business"" sydneysiege",9
Respect to the people of Sydney for showing us that solidarity is the best way to deal with extremism #illridewithyou,0,billybragg,sydneysiege,not_rumour,Respect to the people of Sydney for showing us that solidarity is the best way to deal with extremism illridewithyou,20
"Seven people reportedly taken away on stretchers, with paramedics treating five. #SydneySiege http://t.co/mZ1o7Bi9kC http://t.co/QLsWpHSJTM",1,SkyNews,sydneysiege,rumour,"Seven people reportedly taken away on stretchers, with paramedics treating five. SydneySiege",12
Sydney Australia: Not technically ISIS flag but Shahadah flag with Islamic creed on it. Commonly used by militants: http://t.co/s7kg2wSrlQ,1,CaliphateCop,sydneysiege,rumour,Sydney Australia Not technically ISIS flag but Shahadah flag with Islamic creed on it. Commonly used by militants,18
The #sydneysiege just entered its 14th hour. Love &amp; prayers to the hostages and their families. Stay Strong.,0,melissadoyle,sydneysiege,not_rumour,The sydneysiege just entered its 14th hour. Love amp prayers to the hostages and their families. Stay Strong.,18
"Heya @espn can you put ""Hostage crisis in Sydney. Islamist flag held in window"" on your crawl so Obama sees it? Thanks.",1,redsteeze,sydneysiege,rumour,"Heya can you put ""Hostage crisis in Sydney. Islamist flag held in window"" on your crawl so Obama sees it? Thanks.",21
These hostages' faces say so much http://t.co/FkqkWrumfZ #sydneysiege http://t.co/alk2z0Lsgj,1,theheraldsun,sydneysiege,rumour,These hostages' faces say so much sydneysiege,7
"BREAKING: Gunman in #SydneySiege has told police he has ""devices all over the city"" &amp; demands to speak with Prime Minister, acc. to reports.",1,JFXM,sydneysiege,rumour,"BREAKING Gunman in SydneySiege has told police he has ""devices all over the city"" amp demands to speak with Prime Minister, acc. to reports.",24
#BREAKING: @nswpolice say a photo circulating of arrest of man near #MartinPlace is NOT related to the police operation #sydneysiege,1,abcnews,sydneysiege,rumour,BREAKING say a photo circulating of arrest of man near MartinPlace is NOT related to the police operation sydneysiege,19
You know if we manage to turn the #SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,0,JB_AU,sydneysiege,not_rumour,You know if we manage to turn the SydneySiege into a positive force of community this man will have achieved the opposite of his intentions,25
"I repeat=&gt;if you are in Sydney, do NOT tweet or post news of what Police are doing around Martin Place. Assume jihadists follow social media",0,GrayConnolly,sydneysiege,not_rumour,"I repeat gt if you are in Sydney, do NOT tweet or post news of what Police are doing around Martin Place. Assume jihadists follow social media",27
#BREAKING: The man at the centre of the #sydneysiege has been named as Man Haron Monis #ABCNews24,1,ABCNews24,sydneysiege,rumour,BREAKING The man at the centre of the sydneysiege has been named as Man Haron Monis ABCNews24,17
"If this man was a Christian we would be focusing on his mental health not his religion. 

Why not now?

#sydneysiege #MartinPlace #Islamic",0,Kon__K,sydneysiege,not_rumour,If this man was a Christian we would be focusing on his mental health not his religion. Why not now? sydneysiege MartinPlace Islamic,23
Any lone nutjob who wants international attention for a crime now just has to wave a black flag around. Voila #sydney,0,sunny_hundal,sydneysiege,not_rumour,Any lone nutjob who wants international attention for a crime now just has to wave a black flag around. Voila sydney,21
Reports are coming in of a hostage situation at a cafe in the Australian city of Sydney http://t.co/4qJHS5Gabq,1,BBCBreaking,sydneysiege,rumour,Reports are coming in of a hostage situation at a cafe in the Australian city of Sydney,17
"Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about ""image of Islam"",worry about them! http://t.co/6tbQYvAnUb",1,MaajidNawaz,sydneysiege,rumour,"Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about ""image of Islam"",worry about them!",17
HADLEY confirms he is speaking to a hostage inside the cafe. He says the gunman is listening to multiple radio stations inside the cafe.,1,PMOnAir,sydneysiege,rumour,HADLEY confirms he is speaking to a hostage inside the cafe. He says the gunman is listening to multiple radio stations inside the cafe.,24
Update - Five hostages have escaped from the Lindt cafe in Sydney and an unconfirmed number of hostages remain inside #sydneysiege,1,SkyNewsBreak,sydneysiege,rumour,Update - Five hostages have escaped from the Lindt cafe in Sydney and an unconfirmed number of hostages remain inside sydneysiege,21
"Amid Sydney cafe siege, Australians use social media to offer to accompany fearful Muslims: http://t.co/Jx00MTgCqV",0,AP,sydneysiege,not_rumour,"Amid Sydney cafe siege, Australians use social media to offer to accompany fearful Muslims",14
"Martin Place, Sydney Opera House &amp; State Library evacuated due to #sydneysiege follow our blog
http://t.co/4MUc9ivwbK http://t.co/s6hCQ8QOAs",1,abcnews,sydneysiege,rumour,"Martin Place, Sydney Opera House amp State Library evacuated due to sydneysiege follow our blog",15
TV pictures show two more people emerging from Sydney Lindt café -- they appear to be staff members #sydneysiege http://t.co/bIXelwv03X,1,BBCBreaking,sydneysiege,rumour,TV pictures show two more people emerging from Sydney Lindt caf -- they appear to be staff members sydneysiege,19
'Sick' people are actually taking selfies on the site of the #sydneysiege http://t.co/DebSinfhyH http://t.co/eyaJ4G87g1,0,Independent,sydneysiege,not_rumour,'Sick' people are actually taking selfies on the site of the sydneysiege,12
"Absolutely shocking what Zayn Malik is doing in Sydney, disgusting individual.",0,SGTYMB,sydneysiege,not_rumour,"Absolutely shocking what Zayn Malik is doing in Sydney, disgusting individual.",11
"The #SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter",0,_amroali,sydneysiege,not_rumour,"The SydneySiege perpetrators target all citizens, irrespective of their faith. So please cut it out with the anti-Muslim bigotry on Twitter",21
Praying for the hostages in #Sydney. For speedy rescue and no one harmed. #sydneysiege,1,LilaGraceRose,sydneysiege,rumour,Praying for the hostages in Sydney. For speedy rescue and no one harmed. sydneysiege,14
BREAKING UPDATE SYDNEY: THE HOSTAGE TAKER MAN HARON MONIS HAS BEEN SHOT DEAD. 7NEWS,1,NewsOnTheMin,sydneysiege,rumour,BREAKING UPDATE SYDNEY THE HOSTAGE TAKER MAN HARON MONIS HAS BEEN SHOT DEAD. 7NEWS,14
"The flag in the Lindt cafe window appears to be a Shahada flag, not an Islamic State flag. Live blog: http://t.co/3yf38dA6Gs #SydneySiege",1,smh,sydneysiege,rumour,"The flag in the Lindt cafe window appears to be a Shahada flag, not an Islamic State flag. Live blog SydneySiege",21
BREAKING NEWS UPDATE: Police storm Sydney café to end hostage-taking http://t.co/8f1AQOT6dg #SydneySiege http://t.co/WnCbG1QwRb,0,CBCNews,sydneysiege,not_rumour,BREAKING NEWS UPDATE Police storm Sydney caf to end hostage-taking SydneySiege,11
BREAKING: Several more hostages flee from Sydney cafe after loud bang is heard.,1,AP,sydneysiege,rumour,BREAKING Several more hostages flee from Sydney cafe after loud bang is heard.,13
"I love that things like this end up trending worldwide!!! This is so beautiful ❤️ 
#illridewithyou http://t.co/3TZlFoX8id",0,Ileana_Official,sydneysiege,not_rumour,I love that things like this end up trending worldwide!!! This is so beautiful illridewithyou,15
GUNFIRE AND EXPLOSIONS CONTINUE AS POLICE STORM CAFE IN SYDNEY.,1,PzFeed,sydneysiege,rumour,GUNFIRE AND EXPLOSIONS CONTINUE AS POLICE STORM CAFE IN SYDNEY.,10
"Heartbreaking &amp; beautiful story of how amazing Muslim-Support Hashtag #illridewithyou emerged , way to go Sydney! 🙌✊👌 http://t.co/UAa5ScNAEi",0,FereshtaKazemi,sydneysiege,not_rumour,"Heartbreaking amp beautiful story of how amazing Muslim-Support Hashtag illridewithyou emerged , way to go Sydney!",16
Video footage shows police storming Sydney cafe http://t.co/3U4aWpVmdM #SydneySiege,0,CNN,sydneysiege,not_rumour,Video footage shows police storming Sydney cafe SydneySiege,8
#sydneysiege: At least four people believed to have been injured after multiple shots fired. http://t.co/IxPuyIrNy2 http://t.co/6sGsUZ8QG5,1,SkyNews,sydneysiege,rumour,sydneysiege At least four people believed to have been injured after multiple shots fired.,14
This is the exclusion zone currently in place in Sydney's CBD. http://t.co/qbMIVC5VJv #SydneySiege http://t.co/YoPxvVXLZV,1,australian,sydneysiege,rumour,This is the exclusion zone currently in place in Sydney's CBD. SydneySiege,12
"US evacuated Consulate in Sydney after #sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",1,WilliamsJon,sydneysiege,rumour,"US evacuated Consulate in Sydney after sydneysiege. Emergency warning to U.S. citizens urging them to ""maintain high level of vigilance"".",20
"A crazy world we live in. A hostage crisis metres away &amp; peoples' 1st thought is ""let's take a selfie"" #sydneysiege http://t.co/leViTv30En",0,PhysicsHenry,sydneysiege,not_rumour,"A crazy world we live in. A hostage crisis metres away amp peoples' 1st thought is ""let's take a selfie"" sydneysiege",21
