text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
"Trocadero, it was a fasle alert (Ministry of Interior) Via @WilliamMolinie",1,JulienPain,charliehebdo,rumour,"Trocadero, it was a fasle alert Ministry of Interior Via",10
#BREAKING Schools near Paris hostage-taking go into lockdown: officials,0,AFP,charliehebdo,not_rumour,BREAKING Schools near Paris hostage-taking go into lockdown officials,9
Horrific footage shows police officer begging for his life before gunman shoots him in the head http://t.co/ZzU755hwuJ #CharlieHebdo,0,MailOnline,charliehebdo,not_rumour,Horrific footage shows police officer begging for his life before gunman shoots him in the head CharlieHebdo,17
"""There are no jokes in Islam."" -Ayatollah Khomeini 
""Every joke is a tiny revolution."" -George Orwell #CharlieHebdo",0,Gavin_McInnes,charliehebdo,not_rumour,"""There are no jokes in Islam."" -Ayatollah Khomeini ""Every joke is a tiny revolution."" -George Orwell CharlieHebdo",17
"Police have surrounded the area where the #CharlieHebdo attack suspects are believed to be: http://t.co/3tGXEIX4F2
https://t.co/aBSezf2QWS",1,CNN,charliehebdo,rumour,Police have surrounded the area where the CharlieHebdo attack suspects are believed to be,14
People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris http://t.co/XU9pm0XmH3 http://t.co/7tgmW4LqWw,0,nytimesworld,charliehebdo,not_rumour,People held pencils in tribute to CharlieHebdo victims during the moment of silence in Paris,15
"I am in Paris right now. The mood is somber, but rational: no over-reaction. Free speech, not bigotry. #JeSuisCharlie",0,JulianBurnside,charliehebdo,not_rumour,"I am in Paris right now. The mood is somber, but rational no over-reaction. Free speech, not bigotry. JeSuisCharlie",19
#CharlieHebdo cartoonist was on al Qaeda's wanted list: http://t.co/nEojRxbetR (Pic: EPA) http://t.co/m8oO7gnXJf,0,Telegraph,charliehebdo,not_rumour,CharlieHebdo cartoonist was on al Qaeda's wanted list Pic EPA,10
"Charlie Hebdo's last cartoon on Twitter: Abu Bakr al-Baghdadi saying ""and especially, health!"" (New Year's greeting) http://t.co/UMEWDeR6z4",0,DavidKenner,charliehebdo,not_rumour,"Charlie Hebdo's last cartoon on Twitter Abu Bakr al-Baghdadi saying ""and especially, health!"" New Year's greeting",16
"Ahmed Merabet, a French #Muslim Cop, first victim of #CharlieHebdo attack, #JeSuisCharlie #IamCharlie #ParisShooting http://t.co/G8D3mixbjX",1,Ironyisfunny8,charliehebdo,rumour,"Ahmed Merabet, a French Muslim Cop, first victim of CharlieHebdo attack, JeSuisCharlie IamCharlie ParisShooting",14
"Great picture by Banksy. So simple, yet so powerful. #JeSuisCharlie 
Please share. http://t.co/v1ojeJ4d2l",1,Renzo_Soprano,charliehebdo,rumour,"Great picture by Banksy. So simple, yet so powerful. JeSuisCharlie Please share.",12
"#CharlieHebdo Uncensored video of Shooting: http://t.co/6m6DuFb8i3
#cabu Bernard Maris #Wolinski #attentat #Tignous #fusillade",0,SmartestConman,charliehebdo,not_rumour,CharlieHebdo Uncensored video of Shooting cabu Bernard Maris Wolinski attentat Tignous fusillade,12
#CharlieHebdo editor-in-chief: 'How people can attack a newspaper. A newspaper is not a weapon of war.' http://t.co/K7ZHV9C27F,0,Independent,charliehebdo,not_rumour,CharlieHebdo editor-in-chief 'How people can attack a newspaper. A newspaper is not a weapon of war.',16
"BREAKING:
#Paris is exploding with support for #CharlieHebdo. #ParisShooting http://t.co/hMROBwtwRI",0,Bipartisanism,charliehebdo,not_rumour,BREAKING Paris is exploding with support for CharlieHebdo. ParisShooting,9
Map locating the Paris offices of satirical magazine Charlie Hebdo #AFP http://t.co/nJYCABZqAG,0,AFP,charliehebdo,not_rumour,Map locating the Paris offices of satirical magazine Charlie Hebdo AFP,11
Couple of go-arounds at CDG. Unknown if weather related or any connection to #CharlieHebdo shooting 5 km from airport http://t.co/TsUCRotwNK,0,flightradar24,charliehebdo,not_rumour,Couple of go-arounds at CDG. Unknown if weather related or any connection to CharlieHebdo shooting 5 km from airport,19
Zuckerberg on #CharlieHebdo: Facebook will protect free speech http://t.co/xHhVh8IXbX http://t.co/t10RSN5I2s,0,mashable,charliehebdo,not_rumour,Zuckerberg on CharlieHebdo Facebook will protect free speech,8
Sums up the absurdity of the killings. #CharlieHebdo (by @davpope) http://t.co/VZk0mRqgKy #cartoon,0,_amroali,charliehebdo,not_rumour,Sums up the absurdity of the killings. CharlieHebdo by cartoon,10
"World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack: http://t.co/deqrOSVi0m http://t.co/Ama2pSOvZN",0,ABC,charliehebdo,not_rumour,"World sends messages of condolence, outrage, defiance via JeSuisCharlie after Paris attack",12
"#CharlieHebdo: If we talk about ‘war’, we fall into the trap set by murderers, @robinlustig http://t.co/AwHoRooAyG http://t.co/kD7XkvUaUV",0,IndyVoices,charliehebdo,not_rumour,"CharlieHebdo If we talk about war, we fall into the trap set by murderers,",14
The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE,0,AFPphoto,charliehebdo,not_rumour,The car used by armed gunmen who stormed the Paris offices of satirical newspaper CharlieHebdo Photo D. Faget AFP,19
Breaking: Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects http://t.co/tYCeEMKwOo,1,WSJ,charliehebdo,rumour,Breaking Shots fired northeast of Paris involving men believed to be Charlie Hebdo suspects,14
Parisians gather under rain by Notre Dame to mourn #CharlieHebdo killings #Jesuischarlie http://t.co/618DSKj5bV,0,RuthBenderParis,charliehebdo,not_rumour,Parisians gather under rain by Notre Dame to mourn CharlieHebdo killings Jesuischarlie,12
"BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris http://t.co/cvtBTLqc6e",1,business,charliehebdo,rumour,"BREAKING NEWS Shots Fired, Hostages Taken in Town Northeast of Paris",11
"The Last Picture of #CharlieHebdo' Victim. ""No Terrorists Attack in #France Yet - Wait The End of 2015's Greetings"" http://t.co/vP2jMnnzvo",0,martelf,charliehebdo,not_rumour,"The Last Picture of CharlieHebdo' Victim. ""No Terrorists Attack in France Yet - Wait The End of 2015's Greetings""",19
We are observing a minute's silence today at 11am. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/RpO4aXd7PE,0,MENnewsdesk,charliehebdo,not_rumour,We are observing a minute's silence today at 11am. If you support press freedom please share amp join us JeSuisCharlie,20
The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,0,uli_speck,charliehebdo,not_rumour,The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for.,24
Thousands have gathered at Martin Place to honour #CharlieHebdo victims. (via @deborah_knight) #9News http://t.co/zGSR8TbDaC,0,9NewsAUS,charliehebdo,not_rumour,Thousands have gathered at Martin Place to honour CharlieHebdo victims. via 9News,12
I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint http://t.co/IvQEuKUGc0,0,PeterTatchell,charliehebdo,not_rumour,I join mass posting of cartoons in solidarity with CharlieHebdo. We will not be intimidated. JeSuisCharlie,16
"Third thought: defending the rights that Charlie Hebdo defended means defending free speech, not attacking Muslims.",0,kenanmalik,charliehebdo,not_rumour,"Third thought defending the rights that Charlie Hebdo defended means defending free speech, not attacking Muslims.",16
The Pen vs. the Gun: @PGourevitch on the life-giving defiance of the #CharlieHebdo cartoonists http://t.co/F6alYXXjtU,0,NewYorker,charliehebdo,not_rumour,The Pen vs. the Gun on the life-giving defiance of the CharlieHebdo cartoonists,13
There can be no justification whatsoever for such taking of life #CharlieHebdo (2/2),0,elondonmosque,charliehebdo,not_rumour,There can be no justification whatsoever for such taking of life CharlieHebdo 2 2,14
The latest on the manhunt for Charlie Hebdo suspects: http://t.co/F3hv000UQX http://t.co/r0TgWbIxsr,1,WSJ,charliehebdo,rumour,The latest on the manhunt for Charlie Hebdo suspects,9
World’s Press Condemns Attack Against #CharlieHebdo #jesuischarlie http://t.co/Jyfjz7noMG http://t.co/2xeKhgGily,0,NewspaperWorld,charliehebdo,not_rumour,Worlds Press Condemns Attack Against CharlieHebdo jesuischarlie,7
PHOTOS: Two standoffs in Paris http://t.co/tRQVOdVkTt #ParisShooting #CharlieHebdo http://t.co/QSLIIMk9ir,0,cnni,charliehebdo,not_rumour,PHOTOS Two standoffs in Paris ParisShooting CharlieHebdo,7
These cartoons are all poignant tributes to victims of the Charlie Hebdo attack http://t.co/Q9SLIvYt7o http://t.co/fKRn7dO6ZD,0,Independent,charliehebdo,not_rumour,These cartoons are all poignant tributes to victims of the Charlie Hebdo attack,13
"Breaking: Kouachi brothers dead; hostage freed after raid in Dammartin-en-Goele, says person familiar with matter  http://t.co/FYkXChPD4d",1,WSJ,charliehebdo,rumour,"Breaking Kouachi brothers dead hostage freed after raid in Dammartin-en-Goele, says person familiar with matter",15
Charlie Hebdo to continue publishing in the wake of the attack http://t.co/6bMvM3wgkL http://t.co/dBBG4L40Kx,0,WSJeurope,charliehebdo,not_rumour,Charlie Hebdo to continue publishing in the wake of the attack,11
I haven't drawn an editorial cartoon for more than a year... thought it was time to pick up my pen... #JeSuisCharlie http://t.co/8ZaQFJJ4QW,0,parkertoons,charliehebdo,not_rumour,I haven't drawn an editorial cartoon for more than a year... thought it was time to pick up my pen... JeSuisCharlie,21
"BREAKING: French police convoy, helicopters rush to scene of operation to detain #CharlieHebdo shooting suspects, AP says",1,FoxNews,charliehebdo,rumour,"BREAKING French police convoy, helicopters rush to scene of operation to detain CharlieHebdo shooting suspects, AP says",17
Twitter campaign launched  following #CharlieHebdo massacre with #JeSuisCharlie (IAmCharlie). http://t.co/b1YcqtC5LE http://t.co/GrFOgOnKRh,0,DailyMirror,charliehebdo,not_rumour,Twitter campaign launched following CharlieHebdo massacre with JeSuisCharlie IAmCharlie .,10
"Suspects in Charlie Hebdo attack killed after hostage situation northeast of Paris, police sources say - @AP, @AFP http://t.co/ZFJYh80uxy",0,BreakingNews,charliehebdo,not_rumour,"Suspects in Charlie Hebdo attack killed after hostage situation northeast of Paris, police sources say - ,",17
BREAKING: Gunmen in #CharlieHebdo massacre reportedly killed: http://t.co/pOJLo4rJps http://t.co/XN0zMd5kaO,0,vicenews,charliehebdo,not_rumour,BREAKING Gunmen in CharlieHebdo massacre reportedly killed,7
Nice work from Banksy #JeSuisCharlie http://t.co/w9pJIrf7cP,1,AnonOpsLegion,charliehebdo,rumour,Nice work from Banksy JeSuisCharlie,5
Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking http://t.co/NQueBlmfOt http://t.co/HedHlyB24X,1,Independent,charliehebdo,rumour,Banksy's illustrated response to the Charlie Hebdo attack isn't by Banksy. But it is striking,15
"Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. #CharlieHebdo",0,iyad_elbaghdadi,charliehebdo,not_rumour,"Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. CharlieHebdo",21
A look at the irreverent covers of #CharlieHebdo: http://t.co/qf1IrCuONy http://t.co/WEDybNqLub,0,WSJ,charliehebdo,not_rumour,A look at the irreverent covers of CharlieHebdo,8
"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. #CharlieHebdo",1,juliamacfarlane,charliehebdo,rumour,"I am still confused as to why these ""highly trained"" individuals left their ID in the getaway car. CharlieHebdo",19
Policeman seriously injured in new #Paris shooting as seven arrests made - live updates http://t.co/cCc9GdG3HV http://t.co/JqhZChVPCw,1,TelegraphNews,charliehebdo,rumour,Policeman seriously injured in new Paris shooting as seven arrests made - live updates,14
Witnesses say several masked men were involved in the shooting at #CharlieHebdo's Paris HQ. http://t.co/xcK8lY9IeR http://t.co/QPKtv7stET,1,SkyNews,charliehebdo,rumour,Witnesses say several masked men were involved in the shooting at CharlieHebdo's Paris HQ.,14
"In support of freedom of expression through words, not bullets #JeSuisCharlie http://t.co/zdIRzEjKDJ",0,ssu_sverige,charliehebdo,not_rumour,"In support of freedom of expression through words, not bullets JeSuisCharlie",11
Meet the Indian Islamist politician who wants to award $5M to the #CharlieHebdo killers. http://t.co/F69LJdObER http://t.co/FqUoGXDceR,0,TarekFatah,charliehebdo,not_rumour,Meet the Indian Islamist politician who wants to award 5M to the CharlieHebdo killers.,14
All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris http://t.co/S98A1Y5B7p,0,eu_eeas,charliehebdo,not_rumour,All European flags fly at half-mast today to pay tribute to the victims of the terrorist attack in Paris,19
"I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action! 

#JeSuisCharlie http://t.co/fgZixpykvG",0,fahdisme,charliehebdo,not_rumour,I am a Muslim and I am trully condemning the France Gunmen for their idiotic and barbaric action! JeSuisCharlie,19
READ MORE: Second hostage situation unfolding in eastern Paris http://t.co/Eh0dByqdYb http://t.co/eLrCndD0y2,0,CBSNews,charliehebdo,not_rumour,READ MORE Second hostage situation unfolding in eastern Paris,9
Sarkozy on #CharlieHebdo in 2011: prefer “an excess of caricature to an excess of censorship” http://t.co/aQZBlwbwjJ http://t.co/JDSRgnFoft,0,TheEconomist,charliehebdo,not_rumour,Sarkozy on CharlieHebdo in 2011 prefer an excess of caricature to an excess of censorship,15
"#CharlieHebdo RT @JeffreyGoldberg: The gunmen's basic message: If you don't stop calling our religion intolerant &amp; violent, we'll murder you",0,Ostrov_A,charliehebdo,not_rumour,"CharlieHebdo RT The gunmen's basic message If you don't stop calling our religion intolerant amp violent, we'll murder you",19
"The silence you hear is 2,000,000,000 Muslims not condemning this terror attack.

#CharlieHebdo",0,Bidenshairplugs,charliehebdo,not_rumour,"The silence you hear is 2,000,000,000 Muslims not condemning this terror attack. CharlieHebdo",13
Car used by gunmen in #CharlieHebdo attack removed by police from road in northern Paris http://t.co/AQAzDDybrM http://t.co/OGr27G6pRQ,0,BBCBreaking,charliehebdo,not_rumour,Car used by gunmen in CharlieHebdo attack removed by police from road in northern Paris,15
Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S,0,NeilMackay,charliehebdo,not_rumour,Simply put by our French colleagues in solidarity with the journalists of CharlieHebdo,13
"we strongly condemn #CharlieHebdo attack
""Because ISLAM denounces any violence"". 
#charliehebdoattack left 12 dead. http://t.co/ewtMxNHjMi",0,islamicfreedom,charliehebdo,not_rumour,"we strongly condemn CharlieHebdo attack ""Because ISLAM denounces any violence"". charliehebdoattack left 12 dead.",14
France raises national alert system to highest level after attack at Charlie Hebdo HQ http://t.co/TyRyAhzSPP http://t.co/cWYQCmwg0z,0,NBCNews,charliehebdo,not_rumour,France raises national alert system to highest level after attack at Charlie Hebdo HQ,14
→ http://t.co/sSMzywa1dP Charlie Hebdo cartoons: media around the world chart different courses #CharlieHebdo 943 http://t.co/uIeIo0KsvI,0,johnspatricc,charliehebdo,not_rumour,Charlie Hebdo cartoons media around the world chart different courses CharlieHebdo 943,12
"Tributes, fear and resilience in Paris a day after the ‘Charlie Hebdo’ attack http://t.co/pJLw31QhOY @MEMMOSDubai #Dubai #UAE",0,MEMMOSdubai,charliehebdo,not_rumour,"Tributes, fear and resilience in Paris a day after the Charlie Hebdo attack Dubai UAE",15
"I would rather die standing up, than live life on my knees. #JeSuisCharlie #IamCharlie http://t.co/VekwGbshpq",0,Benoit_CR,charliehebdo,not_rumour,"I would rather die standing up, than live life on my knees. JeSuisCharlie IamCharlie",14
"#CharlieHebdo’s Charb who was massacred today: ""The Kurds defend us all"". Rest in peace brother. #TwitterKurds http://t.co/edIZbJEvja",0,gilgameshh,charliehebdo,not_rumour,"CharlieHebdos Charb who was massacred today ""The Kurds defend us all"". Rest in peace brother. TwitterKurds",16
A picture that sums up #islam. #CharlieHebdo http://t.co/hx7uzbIEXM,0,redbrasco,charliehebdo,not_rumour,A picture that sums up islam. CharlieHebdo,7
"Schools closed, Dammartin-en-Goele residents told to stay indoors, town 'like warzone' http://t.co/G6eunBDIrj http://t.co/FAtmW7d3xk",1,RT_com,charliehebdo,rumour,"Schools closed, Dammartin-en-Goele residents told to stay indoors, town 'like warzone'",11
"Israel, where Muslim women and children were slaughtered in Palestine this world?

#RespectForMuslims
#CharlieHebdo http://t.co/LCrI2NOQN8",0,Mehmet_Canturk,charliehebdo,not_rumour,"Israel, where Muslim women and children were slaughtered in Palestine this world? RespectForMuslims CharlieHebdo",14
"#CharlieHebdo editor-in-chief Stephane Charbonnier, known as ""Charb"", &amp; 3 other cartoonists killed - judicial sources http://t.co/R6fzwhMB6l",1,BBCBreaking,charliehebdo,rumour,"CharlieHebdo editor-in-chief Stephane Charbonnier, known as ""Charb"", amp 3 other cartoonists killed - judicial sources",15
Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9,0,BBCNewsGraphics,charliehebdo,not_rumour,Map shows where gun attack on satirical magazine CharlieHebdo took place in central Paris,14
"More relevant than ever.
#CharlieHebdo #PeshawarAttack #MumbaiAttacks #Sept11 #PewChurchAttack #SydneySeige #EveryDay http://t.co/N1AYgwjz3v",0,SheikhImaan,charliehebdo,not_rumour,More relevant than ever. CharlieHebdo PeshawarAttack MumbaiAttacks Sept11 PewChurchAttack SydneySeige EveryDay,11
"#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx",0,NATO,charliehebdo,not_rumour,"NATO SG statement on terrorist attack in Paris, France",9
MUSLIMS around the world celebrate terrorist attack killing 12 in Paris http://t.co/LdWu6Ie24y,0,TRobinsonNewEra,charliehebdo,not_rumour,MUSLIMS around the world celebrate terrorist attack killing 12 in Paris,11
#CharlieHebdo. We must reprint his work (yes HIS work - the main cartoonist). BBC spits on the dead by censoring it http://t.co/jyZHiyCR0H,0,LouiseMensch,charliehebdo,not_rumour,CharlieHebdo. We must reprint his work yes HIS work - the main cartoonist . BBC spits on the dead by censoring it,22
Anjem Choudary claims: 'Muslims don't believe in freedom of speech' after #CharlieHebdo attack http://t.co/V8954pwRoy http://t.co/MZQSRSFZrq,0,Independent,charliehebdo,not_rumour,Anjem Choudary claims 'Muslims don't believe in freedom of speech' after CharlieHebdo attack,13
FRENCH POLICE START RAID ON CHARLIE HEBDO SUSPECTS' HIDEOUT.,0,PzFeed,charliehebdo,not_rumour,FRENCH POLICE START RAID ON CHARLIE HEBDO SUSPECTS' HIDEOUT.,9
Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack http://t.co/mPaB3pGQdA http://t.co/1MU2eqChai,0,nytimes,charliehebdo,not_rumour,Live video from standoff north of Paris with brothers suspected in the Charlie Hebdo attack,15
The New Yorker cartoon following the #CharlieHebdo incident. http://t.co/oq4bUId1BU,0,RamziHabre,charliehebdo,not_rumour,The New Yorker cartoon following the CharlieHebdo incident.,8
"Breaking News: Reports of Gunfire and Hostage in Search for Suspects in Paris Attack
http://t.co/U8BE162qls",1,nytimes,charliehebdo,rumour,Breaking News Reports of Gunfire and Hostage in Search for Suspects in Paris Attack,14
"The cartoons are here, amongst other places - http://t.co/eVkPpzpJf1 #JeSuisCharlie",0,stephenfry,charliehebdo,not_rumour,"The cartoons are here, amongst other places - JeSuisCharlie",9
"Our sympathies &amp; prayers are with the victims, their families &amp; the French people.  #Ahmadiyya Muslims totally condemn murder #CharlieHebdo",0,pressahmadiyya,charliehebdo,not_rumour,"Our sympathies amp prayers are with the victims, their families amp the French people. Ahmadiyya Muslims totally condemn murder CharlieHebdo",20
"Sad truth, is that if u crticize #islam even after #CharlieHebdo massacre, u wl still b labeled 'right wing fanatic' or islamophobic!",0,fgautier26,charliehebdo,not_rumour,"Sad truth, is that if u crticize islam even after CharlieHebdo massacre, u wl still b labeled 'right wing fanatic' or islamophobic!",22
#BREAKING - Hostage taken at kosher shop in #Paris by ‘suspect in police officer shooting' https://t.co/4yt6nafpIg http://t.co/f9N8Bjn68I,1,FRANCE24,charliehebdo,rumour,BREAKING - Hostage taken at kosher shop in Paris by suspect in police officer shooting',15
AFP: several hostages have been freed at Jewish supermarket in #Paris,1,SkyNewsBreak,charliehebdo,rumour,AFP several hostages have been freed at Jewish supermarket in Paris,11
It seems AKP supporters in Turkey are happy about the terror attack against #CharlieHebdo. They seem joyfully celebrating barbaric terror,0,EmreUslu,charliehebdo,not_rumour,It seems AKP supporters in Turkey are happy about the terror attack against CharlieHebdo. They seem joyfully celebrating barbaric terror,20
OFFICIAL: Police launch assault where #CharlieHebdo suspects holed up (AFP): http://t.co/yvvkRFLiMl http://t.co/2xVhMWliRS,0,YahooNewsUK,charliehebdo,not_rumour,OFFICIAL Police launch assault where CharlieHebdo suspects holed up AFP,10
BREAKING: Paris police say shots fired at satirical newspaper Charlie Hebdo; witness says multiple gunmen involved.,1,FoxNews,charliehebdo,rumour,BREAKING Paris police say shots fired at satirical newspaper Charlie Hebdo witness says multiple gunmen involved.,16
