text,is_rumor,user.handle,topic,label,cleaned_tweet,word_count
"@decyberdiva It's actually healthier than cigarettes (which are physically addictive, THC is not), and it does less damage than booze.",1.0,slow17motion,ferguson,rumour,"It's actually healthier than cigarettes which are physically addictive, THC is not , and it does less damage than booze.",20
@koertdebeuf @p_vanostaeyen @RudiVranckx in dat geval gaan ze wel heel kort door de bocht.,1.0,Annabellvdb,unknown,rumour,in dat geval gaan ze wel heel kort door de bocht.,11
"@Canine_Rights Do you realize MANY of your followers are now trolling me saying I'm supporting terrorists? My husband fought in Iraq,I abhor",1.0,thedahlimmama,unknown,rumour,"Do you realize MANY of your followers are now trolling me saying I'm supporting terrorists? My husband fought in Iraq,I abhor",21
@BaronessAmber @MikeQ42 @pastaistic @SymbolicJest @BBCBreaking Freedom of expression is worthless if we are afraid to use it though.,1.0,gg_maxi456,unknown,rumour,Freedom of expression is worthless if we are afraid to use it though.,13
@duples_j they think they are but NO,0.0,JANGBYAIR,charliehebdo,not_rumour,they think they are but NO,6
"@NBCNews ""Ferguson to Release Name of Cop Who Killed Michael Brown."" Yeah, he's had time to legally change it by now.",1.0,crankyoldbag,ferguson,rumour,"""Ferguson to Release Name of Cop Who Killed Michael Brown."" Yeah, he's had time to legally change it by now.",20
@AntonioFrench u r a soldier and a blessing. Thank u for all that u r doing.,0.0,Wizdumckr_CX,ferguson,not_rumour,u r a soldier and a blessing. Thank u for all that u r doing.,15
@140elect Fox News will talk about it now,1.0,Steve_Shu,ferguson,rumour,Fox News will talk about it now,7
"@idesignwis @Heritage I  You're right, killing people that scare you is totally justifiable, as long as you have a gun AND a badge.",1.0,mitchelldavenpo,ferguson,rumour,"I You're right, killing people that scare you is totally justifiable, as long as you have a gun AND a badge.",21
@DIANAZOGA @AntonioFrench How were the police so quick to indicate Mike Brown if all of this took place in a matter of minutes?,1.0,Queen_Fee,ferguson,rumour,How were the police so quick to indicate Mike Brown if all of this took place in a matter of minutes?,21
@MistyPrest @AngryBlackLady @Smartypants60 i just saw twitter feed of witness. Officer had what looked like AR. Any word on THAT?,1.0,LoraineLawson,ferguson,rumour,i just saw twitter feed of witness. Officer had what looked like AR. Any word on THAT?,17
@Monknificent I guess but donte already admitted to being their and the cigarillo incident even before the video ..,1.0,Sirhiness,ferguson,rumour,I guess but donte already admitted to being their and the cigarillo incident even before the video ..,18
".@ZerlinaMaxwell @MikeNellis the robbery doesn't matter. Theft isn't a capital offense, even in #Ferguson",1.0,RyansPeak2012,ferguson,rumour,". the robbery doesn't matter. Theft isn't a capital offense, even in Ferguson",13
@cnnbrk Police would you please shoot these POS?,1.0,mozingo84,unknown,rumour,Police would you please shoot these POS?,7
"“@ABC: JUST IN: Police confirm to @ABC there is a second hostage situation underway in eastern Paris” unreal, heartbreaking stuff",1.0,evansegerman,unknown,rumour,"JUST IN Police confirm to there is a second hostage situation underway in eastern Paris unreal, heartbreaking stuff",18
"#AlQaedaYemen
#CharlieHebdo connexion; policewoman; market
@JulienPain: Police: Suspects Thurs Montrouge shooting
http://t.co/C07IHyK817",1.0,ottawafamtree,unknown,rumour,AlQaedaYemen CharlieHebdo connexion policewoman market Police Suspects Thurs Montrouge shooting,10
@tariqnasheed maybe it's an alias to cover his real identity (you know how good they are at covering up),1.0,TheInformant14,ferguson,rumour,maybe it's an alias to cover his real identity you know how good they are at covering up,18
“@bkjabour: Banksy’s take on #CharlieHebdo http://t.co/4nkbwWNmBs” wow.,1.0,chattrisse,unknown,rumour,Banksys take on CharlieHebdo wow.,5
"@rConflictNews A burned mosque in Savoy in Aix les Bains.
http://t.co/g3cekdIJy5",1.0,davidwe82686746,unknown,rumour,A burned mosque in Savoy in Aix les Bains.,9
"@Green_Footballs @FOX2now Wow, dont often see color pics of that quality from the 1940s. That sniper is from 17th Panzergrenadier Div right?",0.0,lee66xx,ferguson,not_rumour,"Wow, dont often see color pics of that quality from the 1940s. That sniper is from 17th Panzergrenadier Div right?",20
@StephaneArnaud_ @JpKphotographer What on earth do Muslims praying have to do with the killings at Charlie Hebdo #notislam,0.0,zarina_r,unknown,not_rumour,What on earth do Muslims praying have to do with the killings at Charlie Hebdo notislam,16
The anger and tension is definitely worse than last night. #Ferguson,0.0,AntonioFrench,ferguson,not_rumour,The anger and tension is definitely worse than last night. Ferguson,11
@washingtonpost @BrianFMurphy  video looks like the bank heist scene from Heat.  those guys were not ready to meet the virgins 4 a reason,1.0,captaincwjensen,unknown,rumour,video looks like the bank heist scene from Heat. those guys were not ready to meet the virgins 4 a reason,21
"@jelani9 @kharyp Since they want to label #MikeBrown as a shoplifter, since when is that crime punishable by DEATH?",1.0,ecl326,ferguson,rumour,"Since they want to label MikeBrown as a shoplifter, since when is that crime punishable by DEATH?",17
@elonjames @rvan73 Character assassination. Jury pool bias.,1.0,cresida,ferguson,rumour,Character assassination. Jury pool bias.,5
"Murder?!  So, it's OK to skip over the facts and Due Process. @TheRevAl @smokey @newsone",1.0,Politics_Matter,ferguson,rumour,"Murder?! So, it's OK to skip over the facts and Due Process.",12
"@scottsmith349 @capetownbrown ABSOLUTELY  !    http://t.co/cOpF2x4XHx

Keep the faith  -KARMA LIVES !",0.0,matwilson6,ferguson,not_rumour,ABSOLUTELY ! Keep the faith -KARMA LIVES !,8
@CNNVideo wheres the money if he robbed the place looks like a soda in that persons hand😴😴😴😴,1.0,BrwnSkinGirly,ferguson,rumour,wheres the money if he robbed the place looks like a soda in that persons hand,16
@BigBoi @themarkberman I'm watching him stumble &amp; bumble through this questioning.,1.0,MsShyLove,ferguson,rumour,I'm watching him stumble amp bumble through this questioning.,9
".@stormnnorm @Intellectsread @DERRYCKGRIFFITH @lj_kulwicki @BBCBreaking The MB ORIGINATED in Egypt, and if you believe in ""moderate"" ...",1.0,LaDonnaRae1961,unknown,rumour,". The MB ORIGINATED in Egypt, and if you believe in ""moderate"" ...",13
"Well according to the cops, they didn't know when they shot him.  http://t.co/HKFvBPsC1y @qman16",1.0,stand4all,ferguson,rumour,"Well according to the cops, they didn't know when they shot him.",12
@Sean_WCFC Who ever is being these NPP Needs to be shot. Only the Well known terrorists are getting them. Questions?,1.0,98Halima,unknown,rumour,Who ever is being these NPP Needs to be shot. Only the Well known terrorists are getting them. Questions?,19
@hassanbasmer @Chusid2015 @cnnbrk civilized countries have civilized laws that protect everyone. Islamics don't get 2 murder &amp; say defense,1.0,DaliaChai,unknown,rumour,civilized countries have civilized laws that protect everyone. Islamics don't get 2 murder amp say defense,16
@JayBally12 yet we've already convicted the police 4 wrong doing. They're just guilty. Walk right up &amp; shoot ppl. Makes no since either way.,1.0,rissa0425,ferguson,rumour,yet we've already convicted the police 4 wrong doing. They're just guilty. Walk right up amp shoot ppl. Makes no since either way.,23
@AntonioFrench don't try to steal a cops gun and you wont get shot... common sense,0.0,aBigBlueMarble,ferguson,not_rumour,don't try to steal a cops gun and you wont get shot... common sense,14
"@GGodeonrh @BBCBreaking U forgot Australia, Nigeria, Mali, Pakistan, india, Philippines, the U.S. For piss sake!",1.0,TheRabbitHabbit,unknown,rumour,"U forgot Australia, Nigeria, Mali, Pakistan, india, Philippines, the U.S. For piss sake!",13
@trrhnt   Hey Want to incase your productivity? Look at this: http://t.co/TbnaJuOUJS,1.0,nocyquhemec,unknown,rumour,Hey Want to incase your productivity? Look at this,9
"@DIANAZOGA @JLa_NYC All ""strong-armed"" means is physical force was used; term is being used deliberately so people get confused. #Ferguson",1.0,enjen99,ferguson,rumour,"All ""strong-armed"" means is physical force was used term is being used deliberately so people get confused. Ferguson",18
@msnbc Obama administration gave them to him,0.0,NedDust,ferguson,not_rumour,Obama administration gave them to him,6
@France24_en: Both Charlie Hebdo suspects killed as police storm building (police sources) http://t.co/wuPIIjroD0 http://t.co/idX9V3plft #FB,1.0,Troy_Johnson,unknown,rumour,Both Charlie Hebdo suspects killed as police storm building police sources FB,12
@OicOzzie @jeeesre @Canine_Rights @thedahlimmama There is no harm in you believing in anything that you have been foisted with However(contd,1.0,Cognicenti,unknown,rumour,There is no harm in you believing in anything that you have been foisted with However contd,17
“@zellieimani: How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. #Ferguson” #truth,1.0,kharfanz,ferguson,rumour,How many white celebrities have been CAUGHT shoplifting and end up dead in streets? I'll wait. Ferguson truth,18
@Ironyisfunny8 may he rest in peace - peace to his family and friends,1.0,europhileinstl,unknown,rumour,may he rest in peace - peace to his family and friends,12
@Yamiche you do an amazing job! Thank you.,1.0,rfwomon,ferguson,rumour,you do an amazing job! Thank you.,7
@SkyNewsBreak WHERE IS THE SKY CHOPPER?,1.0,NicoHines,unknown,rumour,WHERE IS THE SKY CHOPPER?,5
"@AntonioFrench Autopsy results will help corrobor refute. Dorian says he was hit by car door, shot in head at close range, shot after dead.",1.0,zpg410,ferguson,rumour,"Autopsy results will help corrobor refute. Dorian says he was hit by car door, shot in head at close range, shot after dead.",23
"@SkyNews presumably Muslim? How do you arrive at that,?",1.0,redtom43,unknown,rumour,"presumably Muslim? How do you arrive at that,?",8
"The info given today seems to line up with this witness account, even the alleged theft: http://t.co/7hjBIrf1a3

#Ferguson #MikeBrown",1.0,AntonioFrench,ferguson,rumour,"The info given today seems to line up with this witness account, even the alleged theft Ferguson MikeBrown",18
The other day I asked a manager at the #Ferguson Market if police had requested surveillance video. She said no.,1.0,JustinGlawe,ferguson,rumour,The other day I asked a manager at the Ferguson Market if police had requested surveillance video. She said no.,20
@SiDonTrip @PogMoThoin13 @ddizzle2771 @CheathamKMOV I agree but you have no clue that they were. Only witness is his robbing buddy.,1.0,hookemJuve,ferguson,rumour,I agree but you have no clue that they were. Only witness is his robbing buddy.,16
".@AlexLittleTN Why people don't trust Cops?
They are ALL trained &amp; encouraged by Gov't &amp; prosecutors to lie
http://t.co/Qyfn8IvaBs",1.0,PuestoLoco,ferguson,rumour,. Why people don't trust Cops? They are ALL trained amp encouraged by Gov't amp prosecutors to lie,18
"@decyberdiva Let me give you an example. Many people think all gay men are lisping, mincing fairies. I'm not. However--it's not baseless...",1.0,slow17motion,ferguson,rumour,"Let me give you an example. Many people think all gay men are lisping, mincing fairies. I'm not. However--it's not baseless...",21
@hookemJuve @SiDonTrip @ddizzle2771 @CheathamKMOV has no bearing in a court of law.,1.0,PogMoThoin13,ferguson,rumour,has no bearing in a court of law.,8
@ckolacia guess he can be shot too right? All good #sarcasm @stand4all @JHW252 @ScottLofquist @NBCNews,1.0,onelove6113,ferguson,rumour,guess he can be shot too right? All good sarcasm,10
@cnnbrk how do I purchase a copy?,0.0,renebonillajr,charliehebdo,not_rumour,how do I purchase a copy?,6
“@PostRacialMyAss: @Virtuous_QueenT Why did they shoot him?” For being black... He was unarmed no reason to pull a gun out,1.0,Virtuous_QueenT,ferguson,rumour,Why did they shoot him? For being black... He was unarmed no reason to pull a gun out,18
@IAMMGraham @MurtazaGeoNews because we allowed mullahs to provide the narrative and that got us in this morass,1.0,MBilalY,unknown,rumour,because we allowed mullahs to provide the narrative and that got us in this morass,15
@WSJ and Brown wasn't aware that the cop was unaware of the violent robbery Brown had just committed.,1.0,M14EBRUS,ferguson,rumour,and Brown wasn't aware that the cop was unaware of the violent robbery Brown had just committed.,17
#Ferguson chief let most of day go by b4 disclosing (after repeated Qs) that cop who killed #MikeBrown knew nothing about robbery. DANGER,1.0,LisaBloom,ferguson,rumour,Ferguson chief let most of day go by b4 disclosing after repeated Qs that cop who killed MikeBrown knew nothing about robbery. DANGER,23
@decyberdiva not a fact: I'm a right winger because I believe in due process. You seem to think that anyone who doesn't agree with you...,1.0,slow17motion,ferguson,rumour,not a fact I'm a right winger because I believe in due process. You seem to think that anyone who doesn't agree with you...,24
@klizziemom @RWwatchMA Miss me with your smug sanctimony wii ya?,0.0,BevDiane,ferguson,not_rumour,Miss me with your smug sanctimony wii ya?,8
Wait wasn't Michael Brown stopped because of a routine patrol? Police can't even keep their stories straight. #Ferguson @OpFerguson,1.0,Bretagne,ferguson,rumour,Wait wasn't Michael Brown stopped because of a routine patrol? Police can't even keep their stories straight. Ferguson,18
@Adystfc @SkyNews won't hold my breath hasn't got the guts,1.0,vron52,unknown,rumour,won't hold my breath hasn't got the guts,8
@j_razor101 @LouiseMensch yeah its like provoking somebody to take a hard step!!U knw muslim world is against this thing so stop doing it,0.0,kashaf1256,charliehebdo,not_rumour,yeah its like provoking somebody to take a hard step!!U knw muslim world is against this thing so stop doing it,21
"@cmcawley @jessicaelgot Kuffars, Kaffirs, Kafir we can all read &amp; learn here what is out there so WE KNOW http://t.co/hB1hjiuWGw",1.0,Alanlsg,unknown,rumour,"Kuffars, Kaffirs, Kafir we can all read amp learn here what is out there so WE KNOW",17
"@markthomasinfo @pennjillette @SaHreports Indeed. Just saw a Fox News ‘journalist’ claim the #JeSuisCharlie title. Er, no.",0.0,QFChelsea,charliehebdo,not_rumour,"Indeed. Just saw a Fox News journalist claim the JeSuisCharlie title. Er, no.",13
"@aterkel Chief claimed media requested it, but the media had no idea it existed, completely irrelevant to FOIA request",1.0,mediumvillain,ferguson,rumour,"Chief claimed media requested it, but the media had no idea it existed, completely irrelevant to FOIA request",18
@WSJ @RuthBenderParis would they be stupid to firstly carry their own id &amp; secondly leave it behind#maybe  To distract,1.0,Tiksmum,unknown,rumour,would they be stupid to firstly carry their own id amp secondly leave it behindmaybe To distract,17
Try google. Not hard to figure out. @JHW252 @ScottLofquist,1.0,stand4all,ferguson,rumour,Try google. Not hard to figure out.,7
@riwired @Canine_Rights @TomCinmidlife @1961Et Exactly when did I support them? I agreed with your tweet about justice they should meet,1.0,thedahlimmama,unknown,rumour,Exactly when did I support them? I agreed with your tweet about justice they should meet,16
@andie_walsh @UNDERWATERWELD @AntonioFrench which is also not hypotherical and in real time. August 23 1:00pm,0.0,ICUPNME911,ferguson,not_rumour,which is also not hypotherical and in real time. August 23 1 00pm,13
"@Coslopuss @WutangGeorgia No one said Mike Brown was a hero, why do you keep repeating that?",1.0,angryblackpat,ferguson,rumour,"No one said Mike Brown was a hero, why do you keep repeating that?",14
@johnckirk Odd. It’s a Daily Beast article. Should be fine.,1.0,dklevan,ferguson,rumour,Odd. Its a Daily Beast article. Should be fine.,9
"@UKlPVoter @928ster @sametoyoutoo what tax policy? Keeping the 11500 pages we have and adding some, great",0.0,GrahamHmoore,charliehebdo,not_rumour,"what tax policy? Keeping the 11500 pages we have and adding some, great",13
"Meaux hospital sent medical team to reported hostage scene northeast of Paris, hospital communications director says. http://t.co/vncToPmhMX",1.0,cnnbrk,unknown,rumour,"Meaux hospital sent medical team to reported hostage scene northeast of Paris, hospital communications director says.",16
"@MicahSingleton 
Horrible! Is that how he was treated?? Ferguson is supposedly in the USA, isn't it??",1.0,Achilles_K_,ferguson,rumour,"Horrible! Is that how he was treated?? Ferguson is supposedly in the USA, isn't it??",15
Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers http://t.co/EX1xB40JWS http://t.co/oi7ppQYkQT,1.0,MailOnline,unknown,rumour,Charlie Hebdo attackers were two masked men brandishing Kalashnikovs and rocket launchers,12
"@mostafaihab96 IT'S NOT irrational fear when they actually kill you for satire and being an ""infidel""!",1.0,acb4values,unknown,rumour,"IT'S NOT irrational fear when they actually kill you for satire and being an ""infidel""!",15
@RokBailey The utube video beginning of the cover-up  damning. What a shame we as Americans have let police power get this far #Ferguson,1.0,wheeler281,ferguson,rumour,The utube video beginning of the cover-up damning. What a shame we as Americans have let police power get this far Ferguson,22
"@bopanc @FT @LukeReuters Ah, so being stupid is now a capital offence.",0.0,Wynn_Wheldon,charliehebdo,not_rumour,"Ah, so being stupid is now a capital offence.",9
"“@BreakingNews: 11 dead in Paris shooting at French satirical newspaper #CharlieHebdo, police official says - @AP http://t.co/ykduDP0hIy”",1.0,FridhKleberg,unknown,rumour,"11 dead in Paris shooting at French satirical newspaper CharlieHebdo, police official says -",14
@BBCBreaking surely the people waving at back of industrial estate. Were employees seeking police assistance,1.0,leftwich17,unknown,rumour,surely the people waving at back of industrial estate. Were employees seeking police assistance,14
"11 dead as shots fired at French satirical weekly #CharlieHebdo. Photo: Philippe Dupeyrat  #AFP http://t.co/qWp1hMCTMP ""@AFPphoto @cyrusafa",1.0,Be_neviani,unknown,rumour,"11 dead as shots fired at French satirical weekly CharlieHebdo. Photo Philippe Dupeyrat AFP """,15
@Mike_T_Lopez @tariqnasheed doesn't make a difference to me you still look like them,0.0,joshjcharles,ferguson,not_rumour,doesn't make a difference to me you still look like them,11
@FrankConniff bunch of dirtbags with nothing better to do!,1.0,Cali4nication9,ferguson,rumour,bunch of dirtbags with nothing better to do!,8
"@DavidCornDC ... If I'm reading the statute correctly, that seems like bad law, but the law.",1.0,TPCarney,ferguson,rumour,"... If I'm reading the statute correctly, that seems like bad law, but the law.",15
"This is a time to stand with the victims, condemn terror, and remind people of Breivik, Mcveigh and others. #perspective #CharlieHebdo",0.0,Aboujahjah,charliehebdo,not_rumour,"This is a time to stand with the victims, condemn terror, and remind people of Breivik, Mcveigh and others. perspective CharlieHebdo",21
“@WSJ: French officials say one of the alleged gunman left ID in getaway car after #CharlieHebdo attack http://t.co/A2lPMPsRgP” #bogus,1.0,Rohit_MBA,unknown,rumour,French officials say one of the alleged gunman left ID in getaway car after CharlieHebdo attack bogus,17
@RT_com#MikeBrown# now US American know and fine! But is he going  to pay for it? Stop those BULLIES from murdering again,1.0,rabea_bouhafs,ferguson,rumour,MikeBrown now US American know and fine! But is he going to pay for it? Stop those BULLIES from murdering again,21
"@hassanbasmer Muslims are being persecuted for their religion? In Pakistan, Nigeria or Paris? @DaliaChai @cnnbrk #CharlieHebdo",1.0,Chusid2015,unknown,rumour,"Muslims are being persecuted for their religion? In Pakistan, Nigeria or Paris? CharlieHebdo",13
"@angryblackpat @Coslopuss Not in most peoples minds. Look at all the great black leaders, West, Carson, both probably running for president",1.0,CelticOwlWisdom,ferguson,rumour,"Not in most peoples minds. Look at all the great black leaders, West, Carson, both probably running for president",19
"@GlobalGrindNews @MichaelSkolnik So he just thought black kid unarmed, I'll shoot him 10 times, just 4 the fun of it! Why did he shoot him?",1.0,iheartwestbrook,ferguson,rumour,"So he just thought black kid unarmed, I'll shoot him 10 times, just 4 the fun of it! Why did he shoot him?",23
